pt,eta,phi,charge,pos_x,pos_y,pos_z,particle_type,event_id
2.74402,2.05292,-2.36472,-1.0,0.000645058,0.000667972,-0.0425551,muon,120059985
2.34057,2.20122,-1.786,1.0,0.000820259,0.000579981,-0.0688543,muon,120059985
1.55218,-2.24951,2.3436,1.0,0.000779368,0.00067368,-0.0427925,muon,120059985
0.94283,2.02048,-0.288688,1.0,-0.00912258,-0.0325545,0.0932514,muon,120059985
1.61549,-1.96307,0.922459,-1.0,0.0166221,-0.0114606,-0.0131129,muon,120059985
2.22165,-2.17367,-0.717964,-1.0,0.000860424,0.000774165,0.0521593,muon,644190418
2.89165,-1.53686,0.419278,1.0,0.000789219,0.00047392,0.0520335,muon,644190418
32.4451,-0.735666,-2.07098,-1.0,0.000698112,0.000629794,0.0236354,electron,652538562
31.6766,-2.38782,0.900658,1.0,0.000585116,0.000724929,0.0234889,electron,652538562
31.7001,-0.734893,-2.04783,0.0,0.000713283,0.00061903,0.0236496,photon,652538562
31.4499,-2.38988,0.897686,0.0,0.000713283,0.00061903,0.0236496,photon,652538562
52.54,-0.00075774,1.11257,-1.0,0.000676102,0.000656169,-0.0819704,electron,617687001
31.7429,-0.755621,-1.70114,1.0,0.0006672,0.000647585,-0.0819857,electron,617687001
2.85181,-0.166401,-2.66778,1.0,6.71762e-05,0.00188401,-0.0820454,electron,617687001
52.3591,-0.00105143,1.12801,0.0,0.000670538,0.000654294,-0.0819975,photon,617687001
30.9688,-0.75745,-1.71767,0.0,0.000670538,0.000654294,-0.0819975,photon,617687001
11.8852,2.29078,1.1803,1.0,0.0347166,-0.0136147,-0.0410141,electron,616792473
11.41,2.26308,0.927875,0.0,0.000696213,0.000654329,0.0228842,photon,616792473
1.1702,-2.0269,2.10145,1.0,0.00064264,0.000609354,-0.0364979,muon,21204247
44.5493,0.635943,-1.70516,0.0,0.000714129,0.000611042,0.0447651,photon,1096324132
10.1001,0.365388,0.277702,0.0,0.000714129,0.000611042,0.0447651,photon,1096324132
6.41878,-0.039172,2.48007,-1.0,0.000668137,0.000545619,0.0446715,muon,1096324132
2.74151,-1.10489,-1.21479,-1.0,0.00154261,0.000825441,0.000928055,electron,119679017
28.5454,-1.21204,-2.24811,1.0,0.000744514,0.000576034,0.000441323,muon,119679017
34.1948,0.721753,0.956844,-1.0,0.000710006,0.00060357,0.000537497,muon,119679017
108.282,-0.434064,0.892324,0.0,0.000705998,0.000595098,-0.0207073,photon,201781434
5.98292,0.649284,2.57908,1.0,0.000689055,0.000625204,0.076688,electron,617219441
49.3098,1.44493,-0.599568,1.0,0.000739931,0.000699775,0.0762656,electron,617219441
48.8952,1.44288,-0.611202,0.0,0.000703995,0.000635319,0.076625,photon,617219441
14.6609,0.841811,2.03454,0.0,0.000703995,0.000635319,0.076625,photon,617219441
1.89388,1.75169,2.54528,1.0,0.000644675,0.000582735,-0.109277,muon,617219441
1.04283,1.89894,3.03598,1.0,0.000692627,0.000556223,0.00146818,muon,617219441
1.08822,1.97298,1.2777,-1.0,0.000823188,0.000605636,0.076419,muon,617219441
