et,eta,theta,phi,event_id
7.48646,0.931958,0.750269,0.793077,Event_421267699
6.82083,4.5717,0.02068,-0.582829,Event_421267699
6.69615,4.72172,0.0177993,1.37193,Event_421267699
6.39347,1.02046,0.691868,-2.94628,Event_421267699
5.84041,2.39399,0.182026,-1.32895,Event_421267699
4.93417,4.38806,0.0248484,-1.42275,Event_421267699
5.06457,0.353178,1.22474,-1.36892,Event_421267699
4.86176,-2.0658,2.8895,-2.23401,Event_421267699
4.83388,-4.4297,3.11776,0.257928,Event_421267699
4.50488,-4.5893,3.12127,-2.06049,Event_421267699
4.40601,3.12397,0.0879079,2.50833,Event_421267699
4.33698,-4.01719,3.10559,-3.00056,Event_421267699
4.28492,1.62543,0.388684,1.36124,Event_421267699
82.1834,1.21488,0.576937,2.90992,Event_635670564
70.178,0.521191,1.07172,0.64004,Event_635670564
46.6094,-1.2909,2.60482,0.79123,Event_635670564
35.4121,0.041515,1.52929,-0.39564,Event_635670564
31.2105,-0.00990031,1.5807,3.00895,Event_635670564
25.3432,-1.17706,2.5437,-2.06086,Event_635670564
23.077,-3.50794,3.08169,-1.52776,Event_635670564
21.8091,-1.01502,2.44625,2.23392,Event_635670564
18.2812,1.57887,0.406715,-1.39568,Event_635670564
17.9043,2.67085,0.138167,-2.93493,Event_635670564
16.9411,3.17972,0.0831468,1.96087,Event_635670564
15.7854,2.97673,0.10183,-0.0966442,Event_635670564
14.068,-2.29131,2.94001,-1.54591,Event_635670564
13.9828,-3.14268,3.05531,2.13436,Event_635670564
14.1037,1.61181,0.39388,0.871809,Event_635670564
13.7067,4.06954,0.0341673,-0.772376,Event_635670564
12.5903,-1.52236,2.71193,-0.704487,Event_635670564
12.7224,0.680815,0.937197,2.0672,Event_635670564
12.2433,0.913765,0.762756,-2.28691,Event_635670564
12.5968,-0.369876,1.93252,-1.34021,Event_635670564
11.2374,-4.15186,3.11012,-2.47058,Event_635670564
10.7079,-3.74035,3.09411,-0.211673,Event_635670564
10.6968,-3.91254,3.10162,1.25472,Event_635670564
9.91678,3.67777,0.0505478,2.81733,Event_635670564
9.69276,-3.04834,3.04679,0.589625,Event_635670564
9.25035,3.25946,0.0767803,-2.20438,Event_635670564
9.40322,-1.60686,2.74581,3.1308,Event_635670564
9.16976,-4.4504,3.11825,2.87436,Event_635670564
8.68633,4.37326,0.0252188,0.808088,Event_635670564
8.83714,1.40803,0.479827,-0.0533021,Event_635670564
8.15734,-4.51757,3.11976,-1.05953,Event_635670564
8.14409,4.70687,0.0180655,-2.59094,Event_635670564
7.55838,3.3854,0.0677026,0.976973,Event_635670564
7.40079,0.668613,0.947067,-1.32966,Event_635670564
6.6617,2.22112,0.21613,1.62907,Event_635670564
6.51251,-0.383395,1.94513,1.48798,Event_635670564
5.82661,-2.63125,2.99786,-0.434947,Event_635670564
5.35167,4.22134,0.0293558,1.89954,Event_635670564
5.55208,-0.47526,2.02911,0.460027,Event_635670564
5.38872,-1.78518,2.80916,1.90119,Event_635670564
4.93019,2.05166,0.255641,-0.734693,Event_635670564
4.31264,-0.010723,1.58152,-2.27175,Event_635670564
3.8621,-3.16156,3.05692,-2.84975,Event_635670564
3.66766,4.13803,0.0319058,-1.66279,Event_635670564
3.66634,-4.34681,3.1157,1.99582,Event_635670564
3.63158,-1.83293,2.82439,-2.40663,Event_635670564
3.48377,2.95482,0.104082,-1.24498,Event_635670564
3.32776,2.08813,0.246581,2.64057,Event_635670564
58.7351,2.40509,0.180028,-2.46218,Event_651906625
51.977,2.08004,0.248563,0.479881,Event_651906625
19.8811,1.10517,0.639577,-2.57957,Event_651906625
14.2736,-1.53833,2.71854,1.85712,Event_651906625
14.9375,0.536978,1.05791,0.548313,Event_651906625
11.255,4.13472,0.0320117,1.95536,Event_651906625
11.2572,2.35655,0.188929,1.68663,Event_651906625
11.0233,2.69685,0.134631,-1.39632,Event_651906625
10.0303,0.936345,0.747282,-1.34726,Event_651906625
9.06257,-0.320653,1.88609,2.22387,Event_651906625
8.2809,3.08695,0.0912186,0.0301184,Event_651906625
7.88498,4.07242,0.0340689,-1.18139,Event_651906625
8.01696,-1.5821,2.73615,-1.9834,Event_651906625
8.31862,-0.541529,2.08765,-1.15148,Event_651906625
7.60572,3.02001,0.0975237,2.69331,Event_651906625
7.5098,-3.78725,3.09628,1.21685,Event_651906625
7.29063,-3.71164,3.09273,-0.132408,Event_651906625
7.02868,4.05254,0.0347527,1.00956,Event_651906625
7.19985,-1.34374,2.63123,2.95951,Event_651906625
6.61325,4.01961,0.0359161,-2.85767,Event_651906625
6.65401,1.65699,0.376899,2.41361,Event_651906625
5.65655,-2.78327,3.01808,-0.786311,Event_651906625
5.34202,-1.66416,2.76732,-0.333485,Event_651906625
5.1984,-3.39763,3.07471,-1.34971,Event_651906625
5.17573,-4.42169,3.11757,2.80627,Event_651906625
5.16618,-2.92396,3.03425,-2.26645,Event_651906625
5.64604,-0.236162,1.80479,-2.07338,Event_651906625
5.17909,0.69448,0.92623,2.77094,Event_651906625
4.72647,1.52365,0.429123,-0.421073,Event_651906625
4.22325,-3.14975,3.05592,2.67145,Event_651906625
3.5637,1.34821,0.508182,0.825876,Event_651906625
3.39217,-2.51084,2.97955,0.852435,Event_651906625
3.22946,-0.58407,2.12424,0.0501487,Event_651906625
3.24481,0.490691,1.09869,1.58536,Event_651906625
79.9166,-2.81081,3.02143,-2.41159,Event_651933278
68.5836,-2.66954,3.00325,0.539044,Event_651933278
31.5493,-0.994492,2.43299,3.09258,Event_651933278
28.6011,-1.44951,2.68057,-0.212214,Event_651933278
27.2915,0.0261566,1.54464,1.41743,Event_651933278
24.2259,-0.0520976,1.62287,2.70927,Event_651933278
22.1471,1.25792,0.55388,2.66711,Event_651933278
21.8823,-0.0597821,1.63054,0.233475,Event_651933278
19.3161,-2.78675,3.01851,1.62064,Event_651933278
20.1144,0.9045,0.769179,-1.09485,Event_651933278
18.3131,-3.99973,3.10496,1.05667,Event_651933278
18.6401,-1.41693,2.66586,-1.84945,Event_651933278
17.5762,3.16532,0.084351,0.896578,Event_651933278
16.286,-3.08858,3.05052,-1.07216,Event_651933278
15.3304,2.48829,0.165723,-0.198134,Event_651933278
15.0026,-1.72204,2.78792,1.09251,Event_651933278
14.8164,1.14155,0.618179,0.22357,Event_651933278
15.3356,0.24648,1.32677,-2.19422,Event_651933278
13.5147,4.08867,0.0335197,-1.60151,Event_651933278
12.8191,2.82973,0.117921,-2.70848,Event_651933278
13.4562,-0.473783,2.02779,-0.712408,Event_651933278
12.1945,4.31093,0.0268404,-2.50912,Event_651933278
11.7537,4.23055,0.0290866,1.33296,Event_651933278
11.3551,3.50811,0.0598888,2.82313,Event_651933278
10.8803,-2.43479,2.96681,-0.399905,Event_651933278
10.7858,2.96023,0.103521,-1.81267,Event_651933278
10.7629,-4.15868,3.11034,-2.60571,Event_651933278
10.7319,1.52561,0.428307,-2.11019,Event_651933278
10.4977,3.81142,0.0442263,0.00254782,Event_651933278
10.6071,-1.34314,2.63094,2.07817,Event_651933278
10.3392,-4.14644,3.10995,-0.626381,Event_651933278
10.5145,1.05704,0.668862,1.21624,Event_651933278
10.0641,-4.03487,3.10622,2.1635,Event_651933278
9.58171,2.0479,0.256593,2.25721,Event_651933278
9.31085,-3.02483,3.04454,2.7861,Event_651933278
7.76003,-2.18003,2.91647,2.83602,Event_651933278
7.30799,1.97578,0.27555,-1.125,Event_651933278
7.23362,4.77185,0.0169289,-0.598145,Event_651933278
6.11203,4.57343,0.0206443,2.41343,Event_651933278
6.11091,-2.19816,2.92048,-1.987,Event_651933278
4.98893,-4.85779,3.12606,2.91282,Event_651933278
4.96513,-0.931029,2.39069,1.21211,Event_651933278
4.80924,2.10197,0.243225,1.05684,Event_651933278
4.46697,3.48893,0.0610483,1.93515,Event_651933278
4.3755,-4.7257,3.12386,0.305723,Event_651933278
4.34074,-4.90539,3.12678,1.42777,Event_651933278
4.14349,1.83304,0.317168,-2.88729,Event_651933278
4.10756,-3.81754,3.09764,-1.64726,Event_651933278
4.29415,-0.211779,1.78101,-1.49515,Event_651933278
3.64454,-4.88336,3.12645,-1.71794,Event_651933278
3.64156,3.38934,0.0674361,-0.705287,Event_651933278
3.23113,-1.6548,2.76389,-1.12167,Event_651933278
67.3856,-0.731049,2.24427,2.33182,Event_651938592
35.5442,2.22054,0.216255,-0.441726,Event_651938592
29.1151,0.495646,1.09428,-1.93563,Event_651938592
25.2534,-2.4514,2.96967,1.08888,Event_651938592
25.17,-2.72262,3.01038,-0.376985,Event_651938592
23.4557,-3.66428,3.09036,-1.0343,Event_651938592
21.2297,-1.10828,2.50387,-1.30094,Event_651938592
20.3623,-0.911988,2.37761,0.832064,Event_651938592
19.1605,-2.79134,3.01907,-1.56734,Event_651938592
19.2306,1.48091,0.447252,-2.99652,Event_651938592
18.5837,-2.92742,3.03462,-2.75813,Event_651938592
18.7828,-1.47392,2.69131,-0.206776,Event_651938592
18.5163,-1.19865,2.55574,-2.45519,Event_651938592
17.3737,2.17391,0.22649,-2.00034,Event_651938592
16.4737,3.93451,0.0391055,-0.371379,Event_651938592
16.0437,3.82265,0.0437324,0.808945,Event_651938592
15.2686,3.95765,0.0382114,2.02013,Event_651938592
14.5237,3.54197,0.0578961,-1.83941,Event_651938592
14.1698,2.79123,0.122538,2.36714,Event_651938592
13.8048,2.52736,0.159401,1.28151,Event_651938592
12.6642,-1.73441,2.79218,1.82228,Event_651938592
12.7319,1.35022,0.507205,-1.46889,Event_651938592
11.8624,1.4871,0.444582,1.79688,Event_651938592
11.7399,0.498566,1.09169,1.87738,Event_651938592
10.2363,2.94806,0.104787,0.026563,Event_651938592
10.1709,3.98498,0.0371815,-2.88799,Event_651938592
10.121,-3.62589,3.08835,-2.23314,Event_651938592
9.90052,-3.74714,3.09443,2.84597,Event_651938592
9.80946,1.2409,0.562897,0.199557,Event_651938592
9.00682,-0.325288,1.89049,-0.0725151,Event_651938592
8.53351,0.629294,0.979345,-0.643628,Event_651938592
8.4152,-0.115504,1.68604,-2.97462,Event_651938592
7.57657,4.65386,0.019049,-1.9302,Event_651938592
7.57467,-4.00499,3.10515,0.0548656,Event_651938592
7.13674,0.471469,1.11588,0.740545,Event_651938592
6.34403,-4.27194,3.11369,1.30991,Event_651938592
6.24865,-2.91474,3.03326,1.93426,Event_651938592
6.24496,-2.4808,2.97463,2.7926,Event_651938592
5.78137,4.71111,0.0179891,-0.913211,Event_651938592
5.65708,-3.22539,3.06215,0.795839,Event_651938592
5.30016,2.73242,0.12994,-2.76315,Event_651938592
5.00859,-4.8121,3.12533,-0.877305,Event_651938592
4.99968,-1.3039,2.61143,2.90783,Event_651938592
4.83343,-4.83922,3.12577,-2.91883,Event_651938592
4.61741,4.84372,0.0157551,2.31915,Event_651938592
4.17174,1.57521,0.408164,2.55311,Event_651938592
4.00733,-4.93697,3.12724,0.499147,Event_651938592
3.8738,4.78954,0.0166322,1.14673,Event_651938592
3.55183,2.02233,0.263165,0.43342,Event_651938592
3.42115,-4.95515,3.1275,2.08237,Event_651938592
3.04496,-4.63911,3.12226,-1.95931,Event_651938592
79.0795,-2.62072,2.99635,0.156748,Event_651957713
72.3536,0.0423085,1.5285,-2.20895,Event_651957713
57.0516,-2.48728,2.9757,2.15043,Event_651957713
42.804,-0.531853,2.07921,1.7159,Event_651957713
23.4508,0.772341,0.865462,-1.3383,Event_651957713
22.388,1.23586,0.565591,1.6134,Event_651957713
21.0666,-1.16672,2.53785,-2.01373,Event_651957713
18.1628,-1.36385,2.64097,-0.579891,Event_651957713
15.3234,3.33485,0.0712099,-1.53838,Event_651957713
14.7082,-3.16939,3.05758,2.66942,Event_651957713
14.8212,-0.685525,2.20819,0.869596,Event_651957713
13.8417,-0.175633,1.74553,-0.788544,Event_651957713
12.9292,2.06027,0.253473,-1.50041,Event_651957713
12.1754,-3.8605,3.09948,1.44932,Event_651957713
12.1944,-2.56524,2.98809,-1.77513,Event_651957713
11.9333,2.92564,0.107158,2.98641,Event_651957713
11.5458,-1.89179,2.84224,1.26235,Event_651957713
11.9086,0.394375,1.18626,0.217284,Event_651957713
10.0359,2.85571,0.114903,-0.143151,Event_651957713
10.1169,1.16833,0.602827,-2.41675,Event_651957713
9.34372,-4.31298,3.11481,-1.42339,Event_651957713
9.31779,-3.2221,3.06189,-0.808754,Event_651957713
8.31596,3.67107,0.0508876,1.74396,Event_651957713
8.42157,1.54589,0.419962,0.147793,Event_651957713
8.2559,2.57521,0.151983,1.69603,Event_651957713
7.96857,-4.37821,3.1165,-2.93529,Event_651957713
7.74126,3.99304,0.0368829,0.3337,Event_651957713
7.56729,4.35769,0.0256144,2.73044,Event_651957713
6.86544,-1.55012,2.72335,2.97354,Event_651957713
6.73536,-4.58858,3.12126,0.461981,Event_651957713
6.72702,1.35464,0.505064,2.43419,Event_651957713
6.95281,0.142491,1.42878,2.93036,Event_651957713
5.96921,4.13576,0.0319783,-0.691618,Event_651957713
5.34666,-2.93531,3.03546,-2.54136,Event_651957713
4.79855,4.39384,0.0247052,-1.97168,Event_651957713
4.53084,-2.9746,3.03955,1.31618,Event_651957713
4.16662,-4.23635,3.11267,2.27954,Event_651957713
4.45463,0.446855,1.13811,1.8261,Event_651957713
4.03937,2.56065,0.154203,-2.63391,Event_651957713
4.0655,1.71595,0.355784,-0.757507,Event_651957713
3.9092,-0.631315,2.16392,-2.83788,Event_651957713
3.72201,3.21448,0.080309,0.891577,Event_651957713
3.26286,-1.96617,2.86342,-0.277224,Event_651957713
3.16835,-1.39056,2.65364,2.0271,Event_651957713
79.0043,-2.71318,3.00914,3.06714,Event_651977709
58.3307,-1.33337,2.62614,-0.0304715,Event_651977709
44.0336,-0.822346,2.31359,2.27851,Event_651977709
39.8352,0.411843,1.17012,-2.30009,Event_651977709
34.6479,1.62841,0.387559,-3.06454,Event_651977709
31.7355,2.75247,0.127368,2.97111,Event_651977709
33.7609,-0.114038,1.68459,0.319881,Event_651977709
29.8661,0.899797,0.772455,-0.342717,Event_651977709
28.2852,-1.06257,2.47615,1.12071,Event_651977709
26.646,2.96489,0.103041,0.553637,Event_651977709
29.5346,0.361507,1.21692,1.39136,Event_651977709
27.5994,-0.799434,2.29658,-2.67937,Event_651977709
25.732,2.60297,0.147836,-0.57439,Event_651977709
24.5313,-2.64408,2.99969,-0.965277,Event_651977709
22.1026,1.12055,0.630456,-1.5353,Event_651977709
21.0551,1.35948,0.502725,2.1152,Event_651977709
21.7982,-0.770044,2.27438,-1.10973,Event_651977709
19.864,-2.32061,2.94579,0.654082,Event_651977709
19.6668,-2.06238,2.88865,1.93347,Event_651977709
18.4473,3.58699,0.0553491,-1.46962,Event_651977709
17.8447,-2.42596,2.96526,-2.17366,Event_651977709
16.6882,-3.37337,3.07307,2.03763,Event_651977709
16.1962,2.96036,0.103508,1.84715,Event_651977709
16.0835,1.55991,0.414281,0.849786,Event_651977709
14.246,4.19606,0.0301073,-0.102599,Event_651977709
14.1151,2.58897,0.149913,-2.21486,Event_651977709
13.1318,4.4246,0.023957,1.01936,Event_651977709
13.048,-3.10819,3.05229,1.16168,Event_651977709
13.0014,-3.89618,3.10096,-2.91479,Event_651977709
12.1169,3.74869,0.0470883,3.09574,Event_651977709
12.0306,-4.11921,3.10908,0.466852,Event_651977709
11.7073,-3.10994,3.05244,0.0640912,Event_651977709
10.4362,-1.78948,2.81056,3.02077,Event_651977709
9.50734,4.44116,0.0235635,2.15139,Event_651977709
9.38923,-3.68519,3.09142,-1.4792,Event_651977709
8.27361,-4.1273,3.10934,-0.685519,Event_651977709
7.65589,2.03506,0.259874,-1.36194,Event_651977709
8.06025,0.20191,1.37024,2.43273,Event_651977709
7.39267,0.0509171,1.5199,-0.831144,Event_651977709
6.56071,2.18781,0.223391,2.24967,Event_651977709
5.83491,-4.56942,3.12087,-1.93351,Event_651977709
5.75645,-1.58418,2.73697,-1.57564,Event_651977709
5.57488,4.73578,0.0175508,-2.17734,Event_651977709
5.40319,4.9961,0.0135284,3.0246,Event_651977709
5.32396,-4.45537,3.11836,2.42271,Event_651977709
5.02836,2.00221,0.268448,0.00550036,Event_651977709
4.81457,4.90539,0.0148128,-0.642009,Event_651977709
4.66525,2.0342,0.260095,1.43635,Event_651977709
4.00638,-4.54313,3.12031,1.47735,Event_651977709
3.43039,-0.458691,2.0142,-1.78002,Event_651977709
3.00743,3.39563,0.0670135,-2.41899,Event_651977709
113.857,0.935447,0.747893,-0.901945,Event_651987545
84.2582,-1.21566,2.56508,1.91208,Event_651987545
68.8124,1.59832,0.399089,-2.6109,Event_651987545
29.0036,1.79319,0.329834,1.6458,Event_651987545
29.2349,-1.71931,2.78698,-2.87527,Event_651987545
29.2598,-1.09446,2.4956,-0.196599,Event_651987545
27.9378,-2.08449,2.89412,-0.849323,Event_651987545
29.0707,-0.30957,1.87554,-1.38465,Event_651987545
23.4953,0.385966,1.19407,0.348102,Event_651987545
20.8446,1.99829,0.26949,0.137602,Event_651987545
20.5644,2.8956,0.110419,-1.10231,Event_651987545
20.1878,-3.65235,3.08974,2.85537,Event_651987545
18.7988,3.20258,0.0812697,0.708292,Event_651987545
17.4205,2.33379,0.193252,2.60192,Event_651987545
18.6067,0.521685,1.07128,1.81576,Event_651987545
17.0773,-1.7333,2.7918,0.516186,Event_651987545
16.0928,-3.10556,3.05205,-0.501632,Event_651987545
16.4215,0.311749,1.26398,-2.31542,Event_651987545
14.5144,3.40988,0.0660661,2.63825,Event_651987545
14.4147,1.11925,0.631218,2.76244,Event_651987545
13.8639,4.18546,0.0304282,1.73053,Event_651987545
13.5475,-3.2747,3.06597,0.559767,Event_651987545
13.1937,-2.01504,2.87653,2.49517,Event_651987545
12.7401,3.84369,0.0428224,-2.37272,Event_651987545
12.2746,-4.32367,3.11509,1.99983,Event_651987545
12.0862,-4.35082,3.1158,-2.6124,Event_651987545
11.9448,-2.43,2.96597,1.41735,Event_651987545
12.55,-0.711466,2.22887,2.9502,Event_651987545
11.0725,4.29057,0.0273925,-0.131042,Event_651987545
11.6966,-0.508492,2.05869,0.900307,Event_651987545
10.785,-4.22581,3.11237,-1.3242,Event_651987545
10.7644,-2.86144,3.02734,-1.58258,Event_651987545
10.576,-4.40456,3.11715,0.448089,Event_651987545
8.61666,3.95216,0.0384217,-1.24878,Event_651987545
7.93673,3.09346,0.0906271,1.77135,Event_651987545
7.58287,-1.44632,2.67914,-1.7277,Event_651987545
6.74726,4.55562,0.0210151,3.00799,Event_651987545
6.68656,2.04941,0.25621,-1.60706,Event_651987545
6.60441,1.23376,0.566718,0.697531,Event_651987545
6.41458,1.04532,0.676164,-1.79554,Event_651987545
6.28418,4.8302,0.0159695,-1.9073,Event_651987545
6.07123,4.455,0.0232396,0.89443,Event_651987545
6.02868,-3.3058,3.06829,-2.38967,Event_651987545
5.93577,-4.17434,3.11082,-0.375672,Event_651987545
4.87152,-2.94993,3.037,2.34926,Event_651987545
4.66296,-0.0548109,1.62558,-0.494451,Event_651987545
4.18412,1.96023,0.279812,-0.679962,Event_651987545
3.86896,2.995,0.0999895,-2.04643,Event_651987545
3.37937,-4.80281,3.12518,2.80261,Event_651987545
3.38464,0.438923,1.14532,-3.12244,Event_651987545
72.8483,-0.971775,2.41808,0.15309,Event_651992907
50.7334,-2.26128,2.93391,-3.13822,Event_651992907
46.5946,-0.634613,2.16666,2.98452,Event_651992907
27.0103,1.85843,0.309345,-2.04455,Event_651992907
27.1582,-1.38332,2.65023,-0.831587,Event_651992907
24.7319,-3.20877,3.06082,2.39455,Event_651992907
24.7223,0.093186,1.47774,-1.87907,Event_651992907
21.4678,-3.04927,3.04688,-0.455885,Event_651992907
20.8909,2.92154,0.107598,2.61019,Event_651992907
21.9818,0.404131,1.17724,2.31219,Event_651992907
19.9035,2.65116,0.140905,1.0918,Event_651992907
17.9819,-2.33022,2.94766,1.84864,Event_651992907
17.1938,-2.98436,3.04053,-1.60848,Event_651992907
16.8757,2.93631,0.106023,-0.121005,Event_651992907
16.7684,2.0209,0.263535,-0.423787,Event_651992907
16.4085,4.63896,0.0193348,-1.59803,Event_651992907
17.2233,0.781065,0.858838,-0.694907,Event_651992907
15.749,4.23184,0.0290493,1.46728,Event_651992907
16.3218,1.18516,0.593349,0.58747,Event_651992907
15.5533,3.11022,0.0891233,-2.1832,Event_651992907
16.3242,-0.174121,1.74404,1.1775,Event_651992907
14.8999,-1.44281,2.67757,-1.73157,Event_651992907
13.3794,4.21031,0.0296813,0.133672,Event_651992907
13.3291,-4.13751,3.10967,-0.0537428,Event_651992907
13.3377,-1.83392,2.8247,0.867982,Event_651992907
12.8324,-4.08236,3.10786,-1.26788,Event_651992907
12.5968,-3.08926,3.05058,1.02217,Event_651992907
13.4078,-0.0939942,1.66465,-0.218073,Event_651992907
12.9559,-0.99739,2.43487,1.7977,Event_651992907
10.8962,4.53237,0.0215094,2.51637,Event_651992907
10.8898,-4.43044,3.11778,2.47738,Event_651992907
11.2748,0.728409,0.899386,-2.8307,Event_651992907
10.4474,1.79073,0.330633,2.88856,Event_651992907
10.2879,3.79175,0.0451046,-3.01766,Event_651992907
10.0381,-3.58067,3.08589,-3.0002,Event_651992907
10.0738,-1.4013,2.65865,-2.81104,Event_651992907
9.58908,3.34804,0.0702778,-1.18632,Event_651992907
8.02134,-4.38551,3.11668,1.13962,Event_651992907
7.96342,-4.16061,3.1104,-2.23656,Event_651992907
8.00112,1.13856,0.619916,-1.62984,Event_651992907
7.72234,-2.14435,2.90837,-0.357486,Event_651992907
7.44794,1.29207,0.53618,2.09733,Event_651992907
5.90672,3.47295,0.0620309,1.89764,Event_651992907
5.40123,1.9801,0.274376,1.52288,Event_651992907
5.07539,4.01611,0.036042,-2.16171,Event_651992907
4.72726,4.88615,0.0151006,-0.687846,Event_651992907
4.24885,-2.51873,2.98082,-2.34397,Event_651992907
3.48243,4.82791,0.0160061,-2.78286,Event_651992907
3.55976,-0.425341,1.98386,-1.1102,Event_651992907
3.07892,-4.91729,3.12696,-0.465167,Event_651992907
153.057,2.47046,0.168691,-0.198906,Event_652001849
79.3082,0.265947,1.30793,3.14036,Event_652001849
72.4727,-1.04827,2.46727,2.61459,Event_652001849
66.5556,-1.21001,2.562,-2.13411,Event_652001849
51.0922,1.8862,0.300999,2.35636,Event_652001849
29.5891,-2.30546,2.94282,0.635868,Event_652001849
26.5671,-1.53704,2.71801,-0.741209,Event_652001849
25.4939,-0.200696,1.77016,1.99353,Event_652001849
23.0573,-2.05729,2.88737,-2.62591,Event_652001849
22.7709,1.21756,0.575476,3.09809,Event_652001849
23.5355,0.189035,1.38288,-1.81712,Event_652001849
21.1738,1.58407,0.404661,0.736988,Event_652001849
20.5315,0.108054,1.46295,0.754616,Event_652001849
18.3288,-3.27994,3.06637,-1.27846,Event_652001849
17.3854,1.56149,0.413644,-0.651033,Event_652001849
17.3785,-0.675468,2.20008,-0.111423,Event_652001849
17.5613,0.551938,1.04492,-0.948121,Event_652001849
15.6656,2.52391,0.15995,-1.73356,Event_652001849
14.748,-2.82551,3.02317,1.61032,Event_652001849
14.3073,-3.31019,3.06861,-0.0379916,Event_652001849
14.6091,1.03022,0.685665,1.5903,Event_652001849
13.5941,-3.05713,3.04762,-2.45885,Event_652001849
13.156,-1.43066,2.67211,0.628994,Event_652001849
11.4511,3.73786,0.0476009,-0.0162305,Event_652001849
11.3894,1.1974,0.586539,-2.10254,Event_652001849
9.88579,-2.64562,2.99991,2.59763,Event_652001849
9.69194,-4.115,3.10894,1.62016,Event_652001849
9.48546,3.3361,0.0711211,1.98247,Event_652001849
9.24677,2.50647,0.162751,1.29642,Event_652001849
9.05957,4.58354,0.0204365,0.987534,Event_652001849
8.11123,3.87493,0.0415055,-2.33509,Event_652001849
8.01184,-4.29231,3.11425,-0.521805,Event_652001849
6.77113,-4.3341,3.11537,-2.71817,Event_652001849
6.70633,-1.7181,2.78656,1.8278,Event_652001849
6.56394,0.579777,1.02101,-0.111978,Event_652001849
6.24414,-4.03689,3.10629,0.591329,Event_652001849
5.65981,-4.32554,3.11514,-1.69749,Event_652001849
5.46846,2.86001,0.114411,-2.78679,Event_652001849
5.1375,3.56041,0.0568392,-1.08978,Event_652001849
4.82926,-2.16202,2.91242,-1.34828,Event_652001849
4.45013,-4.17715,3.11091,2.49503,Event_652001849
4.39105,3.42059,0.0653629,1.09713,Event_652001849
4.40384,-0.790788,2.29009,-2.7929,Event_652001849
4.20918,4.13361,0.0320473,1.92079,Event_652001849
3.38892,4.75632,0.0171939,-0.697611,Event_652001849
3.37244,1.39588,0.485466,0.0441078,Event_652001849
3.33256,2.00121,0.268715,-2.58669,Event_652001849
3.23868,2.90622,0.109255,2.77811,Event_652001849
69.9277,2.71326,0.132446,0.0579221,Event_652038193
54.8926,1.37784,0.493953,2.83997,Event_652038193
34.0871,1.72173,0.353776,-2.20068,Event_652038193
9.66983,-1.06593,2.47822,-1.11507,Event_652038193
7.83787,0.999606,0.705282,-0.240567,Event_652038193
7.03223,-2.00251,2.87322,-0.304517,Event_652038193
7.31719,0.294219,1.28073,2.67913,Event_652038193
6.71268,3.10239,0.0898233,3.09064,Event_652038193
6.12563,-3.67639,3.09097,1.91891,Event_652038193
6.08492,4.65034,0.0191161,2.30466,Event_652038193
6.32602,0.205018,1.3672,1.70613,Event_652038193
5.75786,1.96505,0.278485,0.908882,Event_652038193
5.52243,-3.0573,3.04763,-1.33497,Event_652038193
4.86909,-3.28948,3.06708,-0.108749,Event_652038193
4.79999,2.36867,0.186666,-1.4224,Event_652038193
4.61871,3.82282,0.0437252,0.326774,Event_652038193
4.46883,3.68306,0.0502814,-1.13789,Event_652038193
4.3181,-2.90647,3.03236,-2.4602,Event_652038193
4.63416,-0.199294,1.76878,-1.66101,Event_652038193
4.14135,4.48848,0.0224744,-0.662516,Event_652038193
4.21576,0.929232,0.752129,-1.95073,Event_652038193
4.05262,-4.04506,3.10658,-2.76645,Event_652038193
3.86074,-1.72325,2.78834,2.56648,Event_652038193
3.78898,-1.75981,2.80078,-2.30131,Event_652038193
3.10084,4.28719,0.0274851,-2.92708,Event_652038193
84.6668,1.19655,0.587013,2.02423,Event_652058695
79.5164,-0.526177,2.07425,-1.18374,Event_652058695
34.8751,1.88623,0.300993,-0.291925,Event_652058695
32.0139,0.690506,0.92941,-2.58348,Event_652058695
29.9882,0.490899,1.0985,-0.137691,Event_652058695
23.5886,2.46505,0.169602,1.87393,Event_652058695
25.0209,0.00067457,1.57012,1.21168,Event_652058695
22.4347,1.64143,0.382668,-2.90899,Event_652058695
21.0592,3.32375,0.0720037,-2.71059,Event_652058695
21.1732,1.43431,0.467834,0.826509,Event_652058695
20.8599,1.62049,0.390561,-1.29792,Event_652058695
18.4594,-3.82875,3.09813,0.686213,Event_652058695
17.963,-0.741288,2.25225,-2.52856,Event_652058695
16.2738,3.14466,0.08611,-1.60875,Event_652058695
16.6973,-0.517321,2.06648,2.40808,Event_652058695
14.6185,4.38138,0.0250148,-3.00911,Event_652058695
14.6253,-2.25679,2.93298,2.16621,Event_652058695
14.4288,0.532559,1.06176,-1.54044,Event_652058695
13.5948,-3.22483,3.06211,-0.480326,Event_652058695
13.3626,-2.78679,3.01851,3.07629,Event_652058695
11.9711,3.0779,0.0920469,0.720407,Event_652058695
11.0131,-3.72312,3.09329,2.34862,Event_652058695
10.9883,4.34128,0.0260383,-0.287614,Event_652058695
10.5567,3.85935,0.042157,1.75874,Event_652058695
10.948,0.324264,1.25207,2.97773,Event_652058695
10.2388,-3.07759,3.04952,-1.50983,Event_652058695
10.0802,-1.24833,2.58265,1.18263,Event_652058695
9.53224,-4.27768,3.11384,-2.40554,Event_652058695
8.81979,2.6344,0.143278,-0.591971,Event_652058695
8.78652,-2.66594,3.00275,0.791578,Event_652058695
